Vnum	Name	Rank	Type	BattleType	Level	Size	AiFlags	MountCapacity	RaceFlags	ImmuneFlags	Empire	Folder	OnClick	St	Dx	Ht	Iq	MinDamage	MaxDamage	MaxHp	RegenCycle	RegenPercent	MinGold	MaxGold	Exp	Def	AttackSpeed	MoveSpeed	AggressiveHpPct	AggressiveSight	AttackRange	DropItemGroup	ResurrectionVnum	EnchantCurse	EnchantSlow	EnchantPoison	EnchantStun	EnchantCritical	EnchantPenetrate	ResistSword	ResistTwoHanded	ResistDagger	ResistBell	ResistFan	ResistBow	ResistFire	ResistElect	ResistMagic	ResistWind	ResistPoison	DamMultiply	SummonVnum	DrainSp	MobColor	PolymorphItem	SkillLevel0	SkillVnum0	SkillLevel1	SkillVnum1	SkillLevel2	SkillVnum2	SkillLevel3	SkillVnum3	SkillLevel4	SkillVnum4	SpBerserk	SpStoneSkin	SpGodSpeed	SpDeathBlow	SpRevive	HitRange
4350	각성 녹림주술사	KNIGHT	MONSTER	MAGIC	121		AGGR,BERSERK	0	DEVIL	SLOW,TERROR	0	trent_magic	0	72	98	128	30	221	308	112213	5	7	0	0	49080	127	110	110	100	2000	850	0	0	0	0	3	0	3	15	30	30	30	30	30	30	0	0	15	-50	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4351	각성 녹림장수	S_KNIGHT	MONSTER	MELEE	125		AGGR,BERSERK,FALL	0	DEVIL	SLOW,TERROR	0	trent_general	0	130	67	133	31	236	312	221140	10	14	0	0	67456	152	110	110	100	2000	100	0	0	0	0	0	0	3	15	30	30	30	30	30	30	0	0	0	-40	0	4.0	4347	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4352	각성 녹림지왕	BOSS	MONSTER	MELEE	130		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,FALL	0	DEVIL	STUN,SLOW,TERROR	0	trent_boss2	0	136	70	139	33	354	517	1959994	30	15	0	0	1385646	270	110	110	100	2000	300	0	0	0	0	5	5	10	15	30	30	30	30	30	30	0	0	0	-30	0	4.0	4350	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4353	각성 망량척후병	S_PAWN	MONSTER	MELEE	109		AGGR,REVIVE,FALL	0	DEVIL	SLOW,TERROR	0	lemures_soldier2	0	127	97	69	30	199	276	76648	4	7	0	0	13506	127	110	110	100	2000	100	0	0	0	0	5	0	0	12	30	30	30	30	30	30	0	0	0	-60	0	3.0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4354	각성 망량법사	S_PAWN	MONSTER	MAGIC	110		AGGR,STONESKIN	0	DEVIL	SLOW,TERROR	0	lemures_magic	0	98	129	70	31	207	288	75511	4	14	0	0	13656	113	110	110	100	2000	850	0	0	0	0	3	0	3	15	30	30	30	30	30	30	0	0	15	-60	0	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4355	각성 망량장군	KNIGHT	MONSTER	MELEE	111		AGGR,BERSERK	0	DEVIL	SLOW,TERROR	0	lemures_officer	0	130	67	133	31	193	292	99213	5	14	0	0	30379	150	110	110	100	2000	100	0	0	0	0	0	10	10	16	30	30	30	30	30	30	0	0	0	-50	0	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4356	각성 망량상급장군	S_KNIGHT	MONSTER	MELEE	112		AGGR	0	DEVIL	SLOW,TERROR	0	lemures_general	0	131	68	134	31	206	294	194814	7	15	0	0	47496	181	200	110	100	2000	100	0	0	0	0	5	0	5	15	30	30	30	30	30	30	0	0	0	-40	0	4.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4361	Shadow Skeleton Soldier	PAWN	MONSTER	MELEE	115				UNDEAD,ATT_DARK		0	plechi_shadow_scythe	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4362	Shadow Skeleton Bowman	PAWN	MONSTER	RANGE	115				UNDEAD,ATT_DARK		0	plechi_shadow_bow	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	750	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4363	Shadow Skeleton Spearman	S_PAWN	MONSTER	MELEE	116				UNDEAD,ATT_DARK		0	plechi_shadow_spear	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4364	Shadow Magician	S_PAWN	MONSTER	RANGE	116				UNDEAD,ATT_DARK		0	plechi_shadow_magician	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	750	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4365	Shadow Ghost	S_PAWN	MONSTER	MELEE	117				UNDEAD,ATT_DARK		0	plechi_shadow_spiteghost	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4366	Shadow Wizard	KNIGHT	MONSTER	RANGE	118				UNDEAD,ATT_DARK		0	plechi_shadow_wizard	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	750	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4367	Shadow Chaos Creature	S_PAWN	MONSTER	RANGE	118				UNDEAD,ATT_DARK		0	plechi_shadow_chaosghost	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	750	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4368	Ghost of Fear	S_PAWN	MONSTER	MELEE	119				UNDEAD,ATT_DARK		0	plechi_shadow_immotalghost	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4369	Shadow Sword Master	KNIGHT	MONSTER	MELEE	119				UNDEAD,ATT_DARK		0	plechi_shadow_bigboss	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4370	Shadow Infected Creature	PAWN	MONSTER	MELEE	120				UNDEAD,ATT_DARK		0	plechi_shadow_kid	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4371	Shadow Golem	S_PAWN	MONSTER	MELEE	121				UNDEAD,ATT_DARK		0	plechi_shadow_golem	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4372	Shadow Sin Soul	S_PAWN	MONSTER	MELEE	121				UNDEAD,ATT_DARK		0	plechi_shadow_unsin	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4373	Creature of Sin	S_PAWN	MONSTER	MELEE	121				UNDEAD,ATT_DARK		0	plechi_shadow_mutzom	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4374	Shadow Dragon	S_PAWN	MONSTER	MELEE	122				UNDEAD,ATT_DARK		0	plechi_shadow_dragmob	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4375	Shadow Dog	KNIGHT	MONSTER	MELEE	122				UNDEAD,ATT_DARK		0	plechi_shadow_demdog	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4376	Creature of Temptation	KNIGHT	MONSTER	MELEE	123				UNDEAD,ATT_DARK		0	plechi_shadow_mut	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4377	Shadow Beholder	S_PAWN	MONSTER	MELEE	123				UNDEAD,ATT_DARK		0	plechi_shadow_beholder1	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4378	Shadow Demon	S_PAWN	MONSTER	MELEE	124				UNDEAD,ATT_DARK		0	plechi_shadow_dem1	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4379	Brutal Shadow Demon	KNIGHT	MONSTER	MELEE	124				UNDEAD,ATT_DARK		0	plechi_shadow_dem2	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4380	Shadow King	S_KNIGHT	MONSTER	MELEE	125				UNDEAD,ATT_DARK		0	plechi_shadow_king	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4381	Shadow Reaper	S_KNIGHT	MONSTER	MELEE	125				UNDEAD,ATT_DARK		0	plechi_shadow_god	0	80	30	60	15	90	166	30767	8	12	0	0	39861	56	100	100	100	2000	175	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4382	Shadow King	BOSS	MONSTER	MELEE	115		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	plechi_shadow_king	0	48	32	63	16	79	146	1740618	10	22	0	0	20422	57	100	100	100	2000	180	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	70	7.0	0	0	0	0	30	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4383	Shadow Reaper	BOSS	MONSTER	MELEE	117		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	plechi_shadow_god	0	48	32	63	16	79	146	1740618	10	22	0	0	20422	57	100	100	100	2000	200	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	70	7.0	0	0	0	0	30	258	30	258	0	0	0	0	0	0	0	0	0	0	0	0.0
4384	Shadow Death	BOSS	MONSTER	MELEE	129		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	plechi_shadow_god2	0	48	32	63	16	79	146	1740618	10	22	0	0	20422	57	100	100	100	2000	200	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	70	7.0	0	0	0	0	30	258	30	258	0	0	0	0	0	0	0	0	0	0	0	0.0
4385	Shadow Azrael	BOSS	MONSTER	MELEE	121		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	plechi_shadow_bigboss2	0	48	32	63	16	79	146	1740618	10	22	0	0	20422	57	100	100	100	2000	220	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	70	7.0	0	0	0	0	30	258	30	258	0	0	0	0	0	0	0	0	0	0	0	0.0
4386	Queen of Suffering	BOSS	MONSTER	MELEE	123		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	plechi_shadow_boss1	0	48	32	63	16	79	146	1740618	10	22	0	0	20422	57	100	100	100	2000	500	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	70	7.0	0	0	0	0	30	258	30	258	0	0	0	0	0	0	0	0	0	0	0	0.0
4387	Abaddon	BOSS	MONSTER	MELEE	124		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	plechi_shadow_boss2	0	48	32	63	16	79	146	1740618	10	22	0	0	20422	57	100	100	100	2000	500	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	70	7.0	0	0	0	0	30	258	30	258	0	0	0	0	0	0	0	0	0	0	0	0.0
4388	Nija	KING	MONSTER	MELEE	125		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	plechi_shadow_boss3	0	48	32	63	16	79	146	1740618	10	22	0	0	20422	57	100	100	100	2000	500	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	70	7.0	0	0	0	0	30	258	30	258	30	258	0	0	0	0	0	0	0	0	0	0.0
4400	균열 수룡	KING	MONSTER	MELEE	122		AGGR,BERSERK,STONESKIN,FALL	0		STUN,SLOW,TERROR	0	blue_dragon	0	153	114	86	37	189	379	6300000	44	6	0	0	4633200	930	150	180	100	2000	350	0	0	25	25	25	25	25	25	60	60	60	60	60	60	0	-15	25	0	25	4.0	4200	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4401	균열 야마천	BOSS	MONSTER	MELEE	130		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,FALL	0		STUN,SLOW,TERROR	0	yamachun	0	133	66	133	33	356	490	2720757	30	20	0	0	5324571	356	110	110	100	2000	300	0	0	0	0	5	5	10	15	60	60	60	60	60	60	-15	0	0	0	0	4.0	4227	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4402	균열 한마의	BOSS	MONSTER	MELEE	130		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,FALL	0		STUN,SLOW,TERROR	0	hanma_boss	0	133	66	133	33	356	490	2720757	30	20	0	0	5324571	356	110	110	100	2000	300	0	0	0	0	5	5	10	15	60	60	60	60	60	60	0	0	0	0	0	4.0	4247	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4403	균열 뇌마	KING	MONSTER	MELEE	135		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,FALL	0	ORC	STUN,SLOW,TERROR	0	thunder_boss	0	133	66	133	33	346	470	3627676	30	2	0	0	5933200	456	110	110	100	2000	400	0	0	0	0	5	5	10	15	60	60	60	60	60	60	0	0	0	-20	0	4.0	4264	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4410	각성 수룡	KING	MONSTER	MELEE	122		AGGR,BERSERK,STONESKIN,FALL	0		STUN,SLOW,TERROR	0	blue_dragon	0	153	114	86	37	189	379	7560000	44	6	0	0	4276800	950	150	180	100	2000	350	0	0	25	25	25	25	25	25	60	60	60	60	60	60	0	-15	25	0	25	4.0	4280	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4411	각성 야마천	BOSS	MONSTER	MELEE	130		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,FALL	0		STUN,SLOW,TERROR	0	yamachun	0	133	66	143	33	356	490	3627676	30	20	0	0	4732952	356	110	110	100	2000	300	0	0	0	0	5	5	10	15	60	60	60	60	60	60	-15	0	0	0	0	4.0	4307	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4412	각성 한마의	BOSS	MONSTER	MELEE	130		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,FALL	0		STUN,SLOW,TERROR	0	hanma_boss	0	133	66	143	33	356	490	3627676	30	20	0	0	4732952	356	110	110	100	2000	300	0	0	0	0	5	5	10	15	60	60	60	60	60	60	0	0	0	0	0	4.0	4327	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4413	각성 뇌마	KING	MONSTER	MELEE	135		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,FALL	0	ORC	STUN,SLOW,TERROR	0	thunder_boss	0	133	66	143	33	346	470	4171827	30	2	0	0	5476800	456	110	110	100	2000	400	0	0	0	0	5	5	10	15	60	60	60	60	60	60	0	0	0	-20	0	4.0	4351	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4420	W_녹림병	PAWN	MONSTER	MELEE	117		AGGR,FALL	0	DEVIL	SLOW,TERROR	0	trent_soldier	0	112	84	56	28	189	267	23605	3	10	0	0	0	112	110	120	100	2000	180	0	0	5	0	5	5	5	5	10	10	5	-5	-5	5	0	0	0	0	0	3.0	0	15	13619199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4421	W_녹림척후병	S_PAWN	MONSTER	MELEE	118		AGGR,BERSERK,FALL	0	DEVIL	SLOW,TERROR	0	trent_soldier	0	115	87	60	30	193	278	30319	4	10	0	0	0	119	110	130	100	2000	180	0	0	10	0	5	5	10	16	10	10	5	-5	-5	5	0	0	0	0	0	3.0	0	15	13619199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4422	W_녹림법사	S_PAWN	MONSTER	MAGIC	118		AGGR,STONESKIN,FALL	0	DEVIL	SLOW,TERROR	0	trent_magic	0	61	114	122	50	221	266	40563	5	10	0	0	0	106	110	110	100	2000	850	0	0	10	0	5	5	3	15	10	10	5	-5	-5	5	0	0	15	0	0	3.0	0	15	13619199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4423	W_녹림주술사	KNIGHT	MONSTER	MAGIC	119		AGGR,STONESKIN,FALL	0	DEVIL	SLOW,TERROR	0	trent_magic	0	62	93	120	50	221	278	43159	5	10	0	0	0	117	110	110	100	2000	850	0	0	15	0	5	5	3	15	10	10	5	-5	-5	5	0	0	15	0	0	3.0	0	15	13619199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4424	W_녹림장수	S_KNIGHT	MONSTER	MELEE	120		AGGR,BERSERK,STONESKIN,DEATHBLOW,FALL	0	DEVIL	STUN,SLOW,TERROR	0	trent_general	0	125	114	125	31	236	282	110570	10	10	0	0	0	142	110	110	100	2000	100	0	0	20	5	5	5	10	15	40	40	10	-5	-5	10	0	0	0	0	0	4.0	0	20	13619199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4429	W_녹림지왕	KING	MONSTER	MELEE	120		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,NORECOVERY,FALL	0	DEVIL,AWEAKEN	STUN,SLOW,TERROR,UNK_IMMUNE_FLAG4,UNK_IMMUNE_FLAG5,UNK_IMMUNE_FLAG6,UNK_IMMUNE_FLAG7,UNK_IMMUNE_FLAG8	0	w_trent_boss2	0	150	132	150	90	389	487	50000000	0	0	0	0	0	260	110	130	100	2000	450	0	0	50	10	5	5	25	20	40	40	40	20	20	40	0	0	0	0	10	4.0	0	25	13619199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4430	W_낭인궁사	S_PAWN	MONSTER	RANGE	117		AGGR,FALL	0	ANIMAL	SLOW,TERROR	0	gnoll_bow	0	112	114	56	28	189	267	23605	3	10	0	0	0	112	110	120	100	2000	850	0	0	5	0	5	5	5	5	10	10	5	-5	-5	5	0	-55	0	0	0	3.0	0	15	10066380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4431	W_외안투귀척후병	S_PAWN	MONSTER	MELEE	118		AGGR,GODSPEED,FALL	0	ORC	SLOW,TERROR	0	cyclops_soldier2	0	115	87	60	30	193	278	30319	4	10	0	0	0	119	110	130	100	2000	180	0	0	10	0	5	5	10	16	10	10	5	-5	-5	5	0	-50	0	0	0	3.0	0	15	10066380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4432	W_외안투귀법사	S_PAWN	MONSTER	MAGIC	118		AGGR,STONESKIN,FALL	0	ORC	SLOW,TERROR	0	cyclops_magic	0	61	114	122	50	221	266	40563	5	10	0	0	0	106	110	110	100	2000	850	0	0	10	0	5	5	3	15	10	10	5	-5	-5	5	0	-45	0	0	0	3.0	0	15	10066380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4433	W_외안투귀장군	KNIGHT	MONSTER	MELEE	119		AGGR,BERSERK,FALL	0	ORC	SLOW,TERROR	0	cyclops_officer	0	120	93	120	30	221	278	43159	5	10	0	0	0	117	110	110	100	2000	180	0	0	15	0	5	5	3	15	10	10	5	-5	-5	5	0	-40	0	0	0	3.0	0	15	10066380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4434	W_외안투귀상급장군	S_KNIGHT	MONSTER	MELEE	120		AGGR,BERSERK,STONESKIN,DEATHBLOW,FALL	0	ORC	STUN,SLOW,TERROR	0	cyclops_general	0	125	114	125	31	236	282	110570	10	10	0	0	0	142	110	110	100	2000	180	0	0	20	5	5	5	10	15	40	40	10	-5	-5	10	0	-35	0	0	0	4.0	0	20	10066380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4439	W_외안투귀족장	KING	MONSTER	MELEE	120		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,NORECOVERY,FALL	0	ORC,AWEAKEN	STUN,SLOW,TERROR,UNK_IMMUNE_FLAG4,UNK_IMMUNE_FLAG5,UNK_IMMUNE_FLAG6,UNK_IMMUNE_FLAG7,UNK_IMMUNE_FLAG8	0	w_cyclops_boss2	0	150	132	150	90	389	487	50000000	0	0	0	0	0	260	110	130	100	2000	450	0	0	50	10	5	5	25	20	40	40	40	20	20	40	0	-30	0	0	10	4.0	0	25	10066380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4440	W_아귀 궁병	S_PAWN	MONSTER	RANGE	117		AGGR,FALL	0	UNDEAD	SLOW,TERROR	0	zombie_soldier_bow	0	112	114	56	28	189	267	23605	3	10	0	0	0	112	110	120	100	2000	850	0	0	5	0	5	5	5	5	10	10	5	-5	-5	5	0	0	0	0	10	3.0	0	15	16764159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4441	W_아귀 창병	S_PAWN	MONSTER	MELEE	118		AGGR,BERSERK,FALL	0	UNDEAD	SLOW,TERROR	0	zombie_soldier_spear	0	115	87	60	30	193	278	30319	4	10	0	0	0	119	110	130	100	2000	180	0	0	10	0	5	5	10	16	10	10	5	-5	-5	5	0	0	0	0	10	3.0	0	15	16764159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4442	W_아귀 주술사	KNIGHT	MONSTER	MAGIC	118		AGGR,STONESKIN,FALL	0	UNDEAD	SLOW,TERROR	0	zombie_magician	0	61	114	122	50	221	266	40563	5	10	0	0	0	106	110	110	100	2000	850	0	0	10	0	5	5	3	15	10	10	5	-5	-5	5	0	0	25	0	10	3.0	0	15	16764159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4443	W_아귀 검병	KNIGHT	MONSTER	MELEE	119		AGGR,GODSPEED,FALL	0	UNDEAD	SLOW,TERROR	0	zombie_bigboss	0	120	93	120	30	221	278	43159	5	10	0	0	0	117	110	110	100	2000	180	0	0	15	0	5	5	3	15	10	10	5	-5	-5	5	0	0	30	0	10	3.0	0	15	16764159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4444	W_아귀 장수	S_KNIGHT	MONSTER	MELEE	120		AGGR,BERSERK,STONESKIN,DEATHBLOW,FALL	0	UNDEAD	STUN,SLOW,TERROR	0	zombie_general	0	125	114	125	31	236	282	110570	10	10	0	0	0	142	110	110	100	2000	180	0	0	20	5	5	5	10	15	40	40	10	-5	-5	10	0	0	40	0	10	4.0	0	20	16764159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4449	W_아귀대제파황	KING	MONSTER	MELEE	120		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE,NORECOVERY,FALL	0	UNDEAD,AWEAKEN	STUN,SLOW,TERROR,UNK_IMMUNE_FLAG4,UNK_IMMUNE_FLAG5,UNK_IMMUNE_FLAG6,UNK_IMMUNE_FLAG7,UNK_IMMUNE_FLAG8	0	w_zombie_bigboss2	0	150	132	150	90	389	487	50000000	0	0	0	0	0	260	110	130	100	2000	450	0	0	50	10	5	5	25	20	40	40	40	20	20	40	0	0	0	0	10	4.0	0	25	16764159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4450	W_청와병	S_PAWN	MONSTER	MELEE	117		AGGR,FALL	0		SLOW,TERROR	0	greenfrog_soldier	0	112	84	56	28	189	267	23605	3	10	0	0	0	112	110	120	100	2000	180	0	0	5	0	5	5	5	5	10	10	5	-5	-5	5	0	0	0	-55	0	3.0	0	15	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4451	W_청와장	S_PAWN	MONSTER	MELEE	118		AGGR,GODSPEED,FALL	0		SLOW,TERROR	0	greenfrog_general	0	115	87	60	30	193	278	30319	4	10	0	0	0	119	110	130	100	2000	180	0	0	10	0	5	5	10	16	10	10	5	-5	-5	5	0	0	0	-50	0	3.0	0	15	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4452	W_풀잎머리도깨비	KNIGHT	MONSTER	MELEE	118		AGGR,STONESKIN,FALL	0		SLOW,TERROR	0	goblin_leafhead	0	115	90	100	30	221	266	40563	5	10	0	0	0	106	110	110	100	2000	180	0	0	10	0	5	5	3	15	10	10	5	-5	-5	5	0	0	0	-45	0	3.0	0	15	13434828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
4453	W_누렁범귀_상급	KNIGHT	MONSTER	MELEE	119		AGGR,BERSERK,FALL	0		SLOW,TERROR	0	yellow_tigerman	0	120	93	120	30	221	278	43159	5	10	0	0	0	117	110	110	100	2000	180	0	0	15	0	5	5	3	15	10	10	5	-5	-5	5	0	0	0	-40	0	3.0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
