Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	ShopBuyPrice	ShopSellPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType
9976	Ice Pendant +146	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9977	466	0	LEVEL	50	LIMIT_NONE	0	APPLY_ENCHANT_ICE	146	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9977	Ice Pendant +147	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9978	467	0	LEVEL	50	LIMIT_NONE	0	APPLY_ENCHANT_ICE	147	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9978	Ice Pendant +148	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9979	468	0	LEVEL	50	LIMIT_NONE	0	APPLY_ENCHANT_ICE	148	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9979	Ice Pendant +149	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9980	469	0	LEVEL	50	LIMIT_NONE	0	APPLY_ENCHANT_ICE	149	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9980	Ice Pendant +150	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9981	460	0	LEVEL	50	LIMIT_NONE	0	APPLY_ENCHANT_ICE	150	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9981	Ice Pendant +151	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9982	461	0	LEVEL	50	LIMIT_NONE	0	APPLY_ENCHANT_ICE	151	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9982	Ice Pendant +152	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9983	462	0	LEVEL	50	LIMIT_NONE	0	APPLY_ENCHANT_ICE	152	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9983	Ice Pendant +153	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9984	463	0	LEVEL	50	LIMIT_NONE	0	APPLY_ENCHANT_ICE	153	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9984	Ice Pendant +154	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9985	464	0	LEVEL	50	LIMIT_NONE	0	APPLY_ENCHANT_ICE	154	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9985	Ice Pendant +155	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9986	465	0	LEVEL	50	LIMIT_NONE	0	APPLY_ENCHANT_ICE	155	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9986	Ice Pendant +156	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9987	466	0	LEVEL	50	LIMIT_NONE	0	APPLY_ENCHANT_ICE	156	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9987	Ice Pendant +157	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9988	467	0	LEVEL	50	LIMIT_NONE	0	APPLY_ENCHANT_ICE	157	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9988	Ice Pendant +158	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9989	468	0	LEVEL	50	LIMIT_NONE	0	APPLY_ENCHANT_ICE	158	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9989	Ice Pendant +159	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9990	469	0	LEVEL	50	LIMIT_NONE	0	APPLY_ENCHANT_ICE	159	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9990	Ice Pendant +160	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9991	460	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	160	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9991	Ice Pendant +161	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9992	461	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	161	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9992	Ice Pendant +162	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9993	462	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	162	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9993	Ice Pendant +163	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9994	463	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	163	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9994	Ice Pendant +164	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9995	464	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	164	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9995	Ice Pendant +165	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9996	465	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	165	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9996	Ice Pendant +166	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9997	466	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	166	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9997	Ice Pendant +167	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9998	467	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	167	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9998	Ice Pendant +168	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	9999	468	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	168	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9999	Ice Pendant +169	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10000	469	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	169	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10000	Ice Pendant +170	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10001	460	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	170	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10001	Ice Pendant +171	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10002	461	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	171	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10002	Ice Pendant +172	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10003	462	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	172	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10003	Ice Pendant +173	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10004	463	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	173	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10004	Ice Pendant +174	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10005	464	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	174	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10005	Ice Pendant +175	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10006	465	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	175	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10006	Ice Pendant +176	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10007	466	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	176	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10007	Ice Pendant +177	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10008	467	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	177	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10008	Ice Pendant +178	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10009	468	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	178	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10009	Ice Pendant +179	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10010	469	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	179	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10010	Ice Pendant +180	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10011	460	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	180	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10011	Ice Pendant +181	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10012	461	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	181	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10012	Ice Pendant +182	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10013	462	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	182	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10013	Ice Pendant +183	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10014	463	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	183	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10014	Ice Pendant +184	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10015	464	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	184	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10015	Ice Pendant +185	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10016	465	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	185	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10016	Ice Pendant +186	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10017	466	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	186	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10017	Ice Pendant +187	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10018	467	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	187	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10018	Ice Pendant +188	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10019	468	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	188	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10019	Ice Pendant +189	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10020	469	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	189	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10020	Ice Pendant +190	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10021	460	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	190	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10021	Ice Pendant +191	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10022	461	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	191	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10022	Ice Pendant +192	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10023	462	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	192	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10023	Ice Pendant +193	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10024	463	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	193	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10024	Ice Pendant +194	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10025	464	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	194	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10025	Ice Pendant +195	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10026	465	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	195	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10026	Ice Pendant +196	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10027	466	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	196	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10027	Ice Pendant +197	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10028	467	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	197	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10028	Ice Pendant +198	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10029	468	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	198	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10029	Ice Pendant +199	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10030	469	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	199	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10030	Ice Pendant +200	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	0	0	0	LEVEL	60	LIMIT_NONE	0	APPLY_ENCHANT_ICE	200	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10060	Talisman of Earth+0	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10061	2241	0	LEVEL	30	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	0	APPLY_RESIST_EARTH	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10061	Talisman of Earth+1	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10062	2242	0	LEVEL	31	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	1	APPLY_RESIST_EARTH	1	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10062	Talisman of Earth+2	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10063	2243	0	LEVEL	32	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	2	APPLY_RESIST_EARTH	2	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10063	Talisman of Earth+3	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10064	2244	0	LEVEL	33	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	3	APPLY_RESIST_EARTH	3	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10064	Talisman of Earth+4	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10065	2245	0	LEVEL	34	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	4	APPLY_RESIST_EARTH	4	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10065	Talisman of Earth+5	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10066	2246	0	LEVEL	35	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	5	APPLY_RESIST_EARTH	5	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10066	Talisman of Earth+6	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10067	2247	0	LEVEL	36	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	6	APPLY_RESIST_EARTH	6	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10067	Talisman of Earth+7	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10068	2248	0	LEVEL	37	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	7	APPLY_RESIST_EARTH	7	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10068	Talisman of Earth+8	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10069	2249	0	LEVEL	38	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	8	APPLY_RESIST_EARTH	8	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10069	Talisman of Earth+9	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10070	2250	0	LEVEL	39	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	9	APPLY_RESIST_EARTH	9	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10070	Talisman of Earth+10	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10071	2251	0	LEVEL	40	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	10	APPLY_RESIST_EARTH	10	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10071	Talisman of Earth+11	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10072	2252	0	LEVEL	41	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	11	APPLY_RESIST_EARTH	11	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10072	Talisman of Earth+12	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10073	2253	0	LEVEL	42	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	12	APPLY_RESIST_EARTH	12	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10073	Talisman of Earth+13	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10074	2254	0	LEVEL	43	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	13	APPLY_RESIST_EARTH	13	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10074	Talisman of Earth+14	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10075	2255	0	LEVEL	44	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	14	APPLY_RESIST_EARTH	14	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10075	Talisman of Earth+15	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10076	2256	0	LEVEL	45	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	15	APPLY_RESIST_EARTH	15	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10076	Talisman of Earth+16	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10077	2257	0	LEVEL	46	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	16	APPLY_RESIST_EARTH	16	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10077	Talisman of Earth+17	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10078	2258	0	LEVEL	47	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	17	APPLY_RESIST_EARTH	17	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10078	Talisman of Earth+18	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10079	2259	0	LEVEL	50	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	18	APPLY_RESIST_EARTH	18	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10079	Talisman of Earth+19	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10080	2260	0	LEVEL	53	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	19	APPLY_RESIST_EARTH	19	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10080	Talisman of Earth+20	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	0	0	0	LEVEL	55	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	20	APPLY_RESIST_EARTH	20	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10081	Earth Pendant +21	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10082	481	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	21	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10082	Earth Pendant +22	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10083	482	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10083	Earth Pendant +23	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10084	483	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	23	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10084	Earth Pendant +24	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10085	484	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10085	Earth Pendant +25	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	0	0	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	25	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10086	Earth Pendant +26	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10087	486	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	26	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10087	Earth Pendant +27	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10088	487	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	27	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10088	Earth Pendant +28	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10089	488	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	28	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10089	Earth Pendant +29	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10090	489	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
10090	Earth Pendant +30	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	0	0	10091	480	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_EARTH	30	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
